데이터 추출일 : 2026-07-21 16:36:43
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
으뜸약국,064-749-0003,"제주특별자치도 제주시 노형로 376, 1층 (노형동)",,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~21:00,09:00~21:00,13:00~23:30
으뜸약국,041-588-7574,"충청남도 천안시 서북구 직산읍 자은가리1길 68, 상가동 104호 (우성아파트)",,08:30~22:10,08:30~22:10,08:30~22:10,08:30~22:10,08:30~22:10,08:30~22:10,08:30~22:10,08:30~22:10
은광약국,054-262-0114,"경상북도 포항시 북구 흥해읍 흥해로 57, 1층",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~17:00,,09:00~19:00
은하약국,02-372-1513,서울특별시 서대문구 명지대3길 1 (남가좌동),,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00
은혜약국,02-992-9191,서울특별시 도봉구 도봉로118길 11 (창동),,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,19:00~25:00,
은혜약국,031-876-7600,"경기도 의정부시 진등로 1, 1층 103호 (녹양동)",경기도 의정부시 녹양동 154-24 1층,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00
이마트약국,031-492-0615,"경기도 안산시 단원구 중앙대로 397, 1층 (신길동, 이마트트레이더스 신길점)",,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~23:00,10:00~21:30,10:00~21:30,10:00~23:00
이수약국,043-851-1644,충청북도 충주시 국원대로 187 (금릉동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
이약국,032-439-4802,"인천광역시 남동구 백범로 275 (간석동, 1층일부)",,09:00~20:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~21:30
이음약국,050-71448-4891,"인천광역시 남동구 인하로489번길 10, 시티프라자 105호 (구월동)",,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~18:00,,
이지약국,031-373-9970,"경기도 화성시 동탄구 동탄순환대로 708, 103호 (영천동, 에듀프라자1)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,12:00~25:00,12:00~25:00
이진약국,041-531-9474,"충청남도 아산시 배방읍 희망로46번길 45-9, 1층 102호 (정주프라자)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,08:00~18:00,08:00~18:00
이화약국,031-444-3485,"경기도 안양시 동안구 관악대로 129, 1층 102호 (비산동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~16:00,09:00~17:00,09:00~17:00
이화태평양약국,02-991-8447,서울특별시 도봉구 덕릉로 239 (창동),서울특별시 도봉구 창2동 581-76,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:00,11:00~20:00,11:00~20:00
인계백화점약국,031-239-7774,"경기도 수원시 팔달구 인계로108번길 31, 107,108,109호 (인계동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,
인수약국,02-993-7378,"서울특별시 강북구 덕릉로 17, 1층 (수유동)",,13:00~25:00,13:00~25:00,13:00~25:00,13:00~25:00,13:00~25:00,13:00~25:00,20:00~25:00,22:00~25:00
인일약국,032-883-9919,"인천광역시 제물포구 연안부두로 9, (항동7가)",인천광역시 중구 항동7가 7-88,07:00~25:00,07:00~25:00,07:00~25:00,07:00~25:00,07:00~25:00,08:00~25:00,08:00~25:00,07:00~25:00
인천365대형약국,032-424-6482,"인천광역시 미추홀구 미추홀대로 594, 동경프라자 1층 (주안동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
인천제일큰약국,032-543-5433,"인천광역시 계양구 장제로 789, 1층 (계산동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
인하사랑약국,032-872-9094,인천광역시 미추홀구 인하로77번길 6 (용현동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
인하후문약국,032-225-0103,"인천광역시 미추홀구 인하로 73-1, 1층 우측호 (용현동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
인화약국,043-263-3770,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",충청북도 청주시 서원구 성화개신죽림동 442-3,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,10:00~23:00,12:00~23:00,12:00~23:00
일등365약국,031-483-1442,"경기도 안산시 단원구 선이로 14, 안산제1종합시장 1층 1132호 (선부동)",,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:30
일등약국,041-852-7777,충청남도 공주시 번영1로 124,충청남도 공주시 신관동 26,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:00~21:00
임채호약국,041-852-0543,"충청남도 공주시 웅진로 215, 1층 (산성동)",충청남도 공주시 산성동 170-4,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~17:30,09:00~12:30,,08:30~23:00
자연약국,064-712-1596,"제주특별자치도 제주시 노연로 90, 1층 (연동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00,09:00~22:30
자연주의약국,02-2235-0306,"서울특별시 중구 다산로 90, 1층 (신당동)",,09:00~23:00,09:00~20:00,09:00~23:00,09:00~20:00,09:00~23:00,09:00~15:30,,
자이1층엔약국,02-6080-2349,"서울특별시 강남구 삼성로 14, 131호 (개포동, 개포자이 프레지던스)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~18:00,09:00~18:00,09:00~18:00
자이약국,055-586-0816,경상남도 함안군 칠원읍 호암길 14,경상남도 함안군 칠원면 오곡리 1-1 메트로자이A 주상가104호,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,17:00~24:00,17:00~24:00
잠실365약국,02-417-2119,"서울특별시 송파구 올림픽로 240, 롯데월드 잠실지하광장 지하도상가 8-2호 (잠실동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
장수알파약국,02-3487-4233,"서울특별시 서초구 서초중앙로 42, 지하1층 107호 (서초동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,23:00~25:00,23:00~25:00
장안약국,055-752-2911,경상남도 진주시 도동로 211,경상남도 진주시 진주시 도동로211(하대동),09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~19:00,,
장춘당약국,054-631-2235,경상북도 영주시 중앙로 95 (영주동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00,08:30~23:00
재창약국,054-434-2678,경상북도 김천시 김천로 31 (평화동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
전승완약국,031-734-6041,"경기도 성남시 중원구 광명로 372, 1층 (금광동)",경기도 성남시 중원구 금광1동 1938,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~19:00,09:00~24:00,09:00~24:00
전주종로약국중화산점,063-226-7585,전북특별자치도 전주시 완산구 백제대로 262 (중화산동2가),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~22:00,09:00~22:00
정문약국,054-536-7501,경상북도 상주시 냉림서성길 13 ,경상북도 상주시 냉림동  350-10 ,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,08:30~13:00,,
정문온누리약국,02-549-3003,서울특별시 은평구 진흥로 196 (녹번동),,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,09:00~22:00,09:00~25:00,09:00~25:00
정성약국,051-631-4298,"부산광역시 동구 정공단로 35, 1층 (좌천동)",,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~24:00,09:00~13:00,09:00~16:00,09:00~21:00
정성온누리약국,031-575-7766,"경기도 남양주시 오남읍 진건오남로 629-1, 진주상가 140호",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~17:00,09:00~23:00,09:00~23:00
정약국,041-667-7584,"충청남도 서산시 안견로 284, 1층층 (읍내동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~01:00,10:00~01:00,09:00~25:00
정화약국,051-241-0110,부산광역시 서구 대티로 167,부산광역시 서구 서대신동3가 597-5,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,09:00~25:00,22:00~25:00
정화약국,031-577-8366,"경기도 남양주시 와부읍 덕소로 218, 103,104호 (와부읍)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,08:30~14:00,22:00~25:00,22:00~25:00
제세온누리약국,031-651-7714,경기도 평택시 조개터로42번길 58 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,08:30~16:30,08:30~23:00,09:00~23:00
제일그랜드약국,02-546-0093,"서울특별시 강남구 강남대로 478, 제우빌딩 1층 (논현동)",,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
제일당약국,031-674-1041,"경기도 안성시 중앙로400번길 19, (동본동)",경기도 안성시 동본동 75,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~21:00,13:00~21:00,08:00~22:30
제일약국,063-653-2712,"전북특별자치도 순창군 순창읍 순창로 232,",전북특별자치도 순창군 순창읍 남계리 218-2,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,08:00~24:00,08:00~24:00
제일정문약국,055-957-5988,경상남도 사천시 중앙로 134 (벌리동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~13:00,08:30~22:00,09:00~22:00,08:30~23:00
제정약국,02-874-4360,"서울특별시 관악구 신림로 383, 1층 (신림동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,,12:00~21:00
조아약국,050-71320-5193,"경상북도 경산시 성암로 35, 상가A동 101,102호 (옥산동)",,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,20:00~25:00,22:00~01:00
조아약국,043-211-7963,"충청북도 청주시 청원구 충청대로 95, 동학빌딩 1층 (율량동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~21:00,10:30~21:00
조은약국,041-558-1588,"충청남도 천안시 동남구 봉정로 64, 1층 (봉명동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:30~25:00,09:30~25:00,21:30~01:00
조은약국,032-433-2991,인천광역시 남동구 남동대로370번길 119,인천광역시 남동구 논현동 561-2 우진프라자 101호,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~22:00
조은이화약국,031-235-4547,"경기도 수원시 팔달구 경수대로 506, 101호 (인계동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,08:00~18:00,08:30~18:00
조천약국,064-783-8989,제주특별자치도 제주시 조천읍 신북로 226,제주특별자치도 제주시 조천읍 조천리 2317-6,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~23:00,08:00~13:00,,
종각역약국,050-71311-0453,"서울특별시 종로구 종로 지하55, 종각지하철역사 152-114호 (종로1가)",,07:30~23:00,07:30~23:00,07:30~23:00,07:30~23:00,07:30~23:00,09:00~23:00,09:00~23:00,09:00~23:00
종로늘푸른약국,02-885-0074,"서울특별시 관악구 신림로 137 (신림동, 조흥빌딩)",,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,10:00~25:00,09:00~21:30
종로세명약국,031-431-4044,"경기도 시흥시 정왕대로 220 (정왕동, 우리메디칼센타 106호)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:00~22:00,09:00~21:00,10:00~23:00
종로약국,031-314-4719,경기도 시흥시 수인로3381번길 32 (신천동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~21:30,10:00~21:00,10:00~22:00
종원종로약국,062-682-7515,"전남광주통합특별시 서구 화개1로 57, 1층 14호 (금호동)",,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00
주엽1번출구약국,031-911-3111,"경기도 고양시 일산서구 중앙로 1421, NH농협은행 NH금융PLUS 주엽센터 (주엽동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:30~01:00,21:30~01:00,21:30~25:00
중경당약국,02-2246-1220,"서울특별시 동대문구 장한로 58, 1층 (장안동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
중마대형약국,061-793-6030,"전남광주통합특별시 광양시 광장로 147, 1층 (중동)","전라남도 광양시 광장로 147, 1층(중동)",09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,
중문약국,064-739-9687,"제주특별자치도 서귀포시 천제연로 179, 1층 (중문동)",제주특별자치도 서귀포시 중문동 2085,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~24:00
중앙시장약국,031-465-3317,"경기도 안양시 만안구 안양로 305, 1층 (안양동)",경기도 안양시 만안구 안양동 707-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~20:30,08:30~20:30,08:30~22:30
중앙약국,043-532-2659,"충청북도 진천군 진천읍 중앙동로 61, 1층",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~20:00,13:00~19:20,22:00~25:00
중앙온누리약국,032-321-7741,"경기도 부천시 소향로 131, 103호(중동,로하스프라자)",경기도 부천시 원미구 중동 1161-3,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,17:00~23:00,19:00~23:00
즐거운약국,062-373-9453,"전남광주통합특별시 서구 시청로 13, 1층 104호 (치평동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,12:30~21:30,12:30~21:30
지니약국,02-416-2023,"서울특별시 송파구 올림픽로 305, 잠실역8호선 지하1층 107, 108호 (신천동)",,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,09:00~22:00,09:00~22:00,
지리산약국,051-506-0599,"부산광역시 동래구 아시아드대로228번길 26, 화영빌딩 1층 (온천동)",부산광역시 동래구 온천동 1413-7 ,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,10:00~23:00,10:00~23:00,09:30~23:00
지성약국,051-403-2122,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼3동 1123,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
지성약국,061-984-0196,"전남광주통합특별시 목포시 옥암로 129, (상동)",전라남도 목포시 상동 854-7,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~18:00,,08:30~24:00
지씨지센타약국,042-487-8871,"대전광역시 서구 월평새뜸로4번길 95, 1층 101호 (월평동)",,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,,,
지안약국,02-2200-1577,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 OV3-1 호 (행당동)",,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
지현약국,02-842-6905,"서울 영등포구 영등포로 395   (신길동, 루나플라체)",서울 영등포구 신길동 69-20,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,11:00~23:00,11:00~23:00
진보동산약국,054-872-3077,경상북도 청송군 진보면 진보로 108,경상북도 청송군 진보면 진안4리 423-7번지,08:00~23:00,08:00~18:00,08:00~18:00,08:00~23:00,08:00~18:00,,,
진약국,02-935-8266,"서울특별시 노원구 노해로 452, (상계동)","서울특별시 노원구 상계6,7동 734-3",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00
진영동산약국,055-343-2460,경상남도 김해시 진영읍 진영로 146,경상남도 김해시 진영읍 진영리 255-10 ,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
진하온누리약국,031-798-1308,"경기도 광주시 곤지암읍 평촌길 36, 극동빌딩 101호",,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,23:00~23:00,23:00~23:00
참사랑약국,032-811-0500,"인천광역시 연수구 경원대로 184, 이마트 3층 (동춘동)",,10:00~21:50,10:00~22:30,10:00~21:50,10:00~21:50,10:00~21:50,10:00~21:50,10:00~24:00,10:00~24:00
참약국,050-71314-2488,"서울특별시 마포구 와우산로 149, 1층 (서교동)",서울특별시 마포구 서교동  327-15 1층,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00
참조은약국,041-572-0002,충청남도 천안시 서북구 충무로 172 (쌍용동),,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00
창가약국,041-551-2747,"충청남도 천안시 동남구 대흥로 323, (성황동)",충청남도 천안시 동남구 성황동 11-10,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,09:00~25:00
천수당약국,062-234-8555,"전남광주통합특별시 동구 문화전당로35번길 15, (광산동)",광주광역시 동구 광산동 88-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
천안제일약국,070-7787-1111,"충청남도 천안시 동남구 버들로 41, 파리빌딩 101호 (문화동)",,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:40~25:00,22:00~25:00,13:00~25:00
철산약국,02-2612-2342,"경기도 광명시 오리로 857, 1층 (철산동, 일청빌딩)",,08:10~23:00,08:10~23:00,08:10~23:00,08:10~23:00,08:10~23:00,09:00~22:00,09:00~19:00,09:00~22:00
첨단365약국,062-710-3650,"전남광주통합특별시 광산구 임방울대로826번길 29-25, 101호 (쌍암동)",,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,11:30~22:30,10:30~22:30
청년약국,031-8039-7582,"경기도 성남시 수정구 성남대로 1330, 1층 104호 (태평동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,
청담약국,041-666-2288,"충청남도 서산시 중앙로 135, 1층 (석림동, 비타민빌딩)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,08:30~22:30
청룡중앙약국,02-303-6550,"서울특별시 은평구 가좌로 233, 연희타워 103호 (응암동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,,
청사약국,070-7757-7271,"제주특별자치도 제주시 중앙로 234, 1층 (이도이동)",,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00
청솔약국,033-251-3981,"강원특별자치도 춘천시 금강로 67-1, 1층 (조양동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
청암약국,031-480-4876,"경기도 안산시 단원구 원포공원1로 46, 1층 (초지동, 이마트안산고잔점)",,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~23:00,10:00~22:00,10:00~22:00,10:00~23:00
청우약국,031-725-2300,경기도 성남시 분당구 성남대로925번길 16  (야탑동),경기도 성남시 분당구 야탑동 341 분당종합터미널 ,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:30~25:00,08:30~25:00,06:30~22:00
청주가장큰약국,043-715-9735,"충청북도 청주시 상당구 중고개로 330, 예일빌딩 1층 (금천동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
청주대형약국,043-715-3232,충청북도 청주시 서원구 남이면 청남로 1808,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,10:00~22:00,10:00~23:00
청주상당약국,043-275-7432,"충청북도 청주시 서원구 사직대로 132, 1층 (사창동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:00,09:00~22:00,08:30~22:00
청학약국,031-841-0554,경기도 남양주시 별내면 청학로114번길 10,경기도 남양주시 별내면 청학리 466-9 ,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,09:00~22:30,09:00~22:30
초원약국,031-449-5601,경기도 안양시 만안구 안양로 323 (안양동),,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00
최현수약국,032-814-1333,인천광역시 연수구 비류대로 429 (연수동),인천광역시 연수구 연수1동 507-14,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
춘천태평양대형약국,033-818-1112,강원특별자치도 춘천시 동면 서부대성로 464,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
충무로 에이트약국,0507-1432-6557,"서울특별시 중구 명동8나길 28-1, 1층 (충무로1가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
충무이화약국,041-545-1488,"충청남도 아산시 모종남로12번길 7, 1층 (모종동)",,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,18:00~24:00,12:00~24:00
충주프라자약국,043-848-5720,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
친절한약국,02-421-6251,서울특별시 송파구 올림픽로32길 13 (방이동),,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,14:00~24:00,14:00~24:00
케어약국,02-504-1381,"경기도 과천시 별양로 142, 근린생활시설동 제1층 116-1호 (별양동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,12:00~25:00,10:00~25:00
케어팜약국,031-555-5543,"경기도 남양주시 도농로 24, 지하1층 101호 (다산동, 부영애시앙상가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,10:00~22:00,10:00~23:00
쿠키약국,02-463-1020,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,
큰길약국,02-553-1517,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:30~23:30,09:30~23:30,09:30~23:30
큰사랑약국,043-294-8088,충청북도 청주시 상당구 월평로 182 (용암동),충청북도 청주시 상당구 용암동 1595 최동석 소아과 (용암동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,09:00~24:00,09:00~24:00,00:00~24:00
탄방우리약국,042-486-9911,"대전광역시 서구 문정로48번길 70, 1층 (탄방동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
탑동보룡약국,064-726-4949,"제주특별자치도 제주시 탑동로 24 (삼도이동, 형화빌딩)",제주특별자치도 제주시 삼도2동 1261-13,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
탑스타약국,031-851-1235,"경기도 의정부시 오목로35번길 10, 제상가2동 101,102호 (용현동, 용현그랜드아파트)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,
태광약국,051-754-9921,부산광역시 연제구 과정로164번길 9,부산광역시 연제구 연산9동 469-16,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,13:00~23:00,09:00~22:30
태양약국,032-667-9700,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
태평양약국,031-222-1413,"경기도 화성시 병점구 효행로 1069, 1층 105,106호 (진안동, 우성메디아)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00,09:00~22:30
터미널종로약국,033-575-3828,"강원특별자치도 삼척시 봉황로 3, 바호 (남양동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,,
통영서울약국,055-646-8113,"경상남도 통영시 중앙로 334-1, 201호 (무전동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~13:00
튼튼365열린약국,070-4070-1618,"서울특별시 강서구 마곡중앙로 105-7, A동 101-1호 (마곡동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
튼튼약국,031-917-7582,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 208호일부)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
튼튼약국,051-727-7717,부산광역시 기장군 정관읍 정관로 613 더존빌딩 102호,부산광역시 기장군 정관읍 매학리 749-5 더존빌딩 102호,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00
튼튼약국,032-752-8576,"인천광역시 영종구 하늘중앙로195번길 11, 더테라스 103호 (중산동)",,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00
